stop_id,stop_name,latitude,longitude,zone_id,location_type,parent_station,wheelchair_boarding,platform_code,ObjectId,GlobalID,x,y
U7530Z2,Dolní nádraží,49.183292,16.615558,100,0,U7530N1,2\,,1,3298db20-d9b0-49ac-9704-fc70e0918f17,1849635.4558061,6306019.63237414
U1011Z2,Autobusové nádraží,49.186417,16.617622,100,0,U1011N2,2\,,2,68f78079-ac24-41c9-9d03-912bb6bdcd1c,1849865.2192351,6306551.85758857
U19012Z1,"Hodonín, STS",48.870733,17.116435,900,0,U19012N147,2\,,3,8e763c9c-41a7-406b-b129-1f9ce1bbf764,1905392.82839617,6252955.88447755
U1146Z33,Hlavní nádraží,49.19185,16.613617,100,0,U1146N3,2\,13,4,514f47ce-9e97-4ac5-9b85-d3dbe56ad2d0,1849419.38467447,6307477.243083
U1146Z31,Hlavní nádraží,49.191815,16.613991,100,0,U1146N3,2\,10,5,d42fd377-8ff2-416d-8e7a-9380359f0b36,1849461.01816403,6307471.28131984
U19002Z1,"Hodonín, Brněnská",48.862476,17.118758,900,0,U19002N146,2\,,6,c3a4f5c0-26d6-4661-90e7-daa437f04cd5,1905651.42357328,6251558.58290092
U7530Z1,Dolní nádraží,49.183149,16.615201,100,0,U7530N1,2\,,7,c3c24fc4-e19b-4c63-9277-177e54b67548,1849595.71474789,6305995.27855253
U15775Z2,"Hevlín, škola",48.751285,16.380187,570,0,U15775N4,2\,,8,9fd43094-867d-487f-8b9a-21b37775b978,1823434.0759386,6232764.5509663
U1696Z12,ÚAN Zvonařka,49.185364,16.616151,100,0,U1696N32,2\,26,9,a7845a23-f4b6-4668-b525-97feac5257c7,1849701.46826414,6306372.51522554
U16348Z1,"Klobouky u Brna, samoobsluha",48.995079,16.867518,640,0,U16348N160,2\,,10,809a9be4-3411-4a2f-9dda-085e2cebd7f0,1877683.51470638,6274026.44451225
U15773Z2,"Hevlín, cihelna",48.761387,16.38346,570,0,U15773N5,2\,,11,e6cabbf5-a676-4d14-afbd-8d0c7482d76d,1823798.42463197,6234470.3194758
U16343Z1,"Klobouky u Brna, Nádražní",48.994411,16.879339,640,0,U16343N159,2\,,12,103b893d-08c9-42f8-9432-42b948df4477,1878999.42240704,6273913.11084569
U15627Z2,Hrabětice,48.796862,16.395222,560,0,U15627N6,2\,,13,039a707e-1130-413f-82e1-7c40fdf2c3ee,1825107.76448268,6240463.15341618
U1696Z15,ÚAN Zvonařka,49.185475,16.617567,100,0,U1696N32,2\,4,14,1aa37e19-ccd9-41c6-af2e-829488b0cde1,1849859.09666311,6306391.42008101
U17337Z1,"Rousínov, rozc. k žel. st.",49.200012,16.873039,730,0,U17337N230,2\,,15,d88b74c1-1c09-4519-8fb4-05c172081f72,1878298.10961505,6308867.64145093
U15640Z2,"Šanov, u mostu",48.799235,16.386832,560,0,U15640N7,2\,,16,0666ddcd-50a7-4f87-88cd-c85e88fe5237,1824173.79395492,6240864.17831588
U1807Z1,Železniční,49.18274,16.619609,100,0,U1807N314,2\,,17,978cc180-07e1-47f1-931f-921ab1a4cc83,1850086.41106331,6305925.62360508
U15639Z2,"Šanov, požární zbrojnice",48.802143,16.373927,560,0,U15639N8,2\,,18,44c4e7a4-f929-4a8e-be8b-662b70796ffe,1822737.21592623,6241355.6413584
U15637Z2,"Hrušovany nad Jevišovkou, žel. st.",48.810465,16.38336,560,0,U15637N9,2\,,19,32fd8616-515e-46c3-af70-e44cd53c42e4,1823787.29268289,6242762.24843626
U1148Z1,Hněvkovského,49.169824,16.625975,101,0,U1148N315,1\,,20,44fd8639-539a-4184-9298-718742d1bbdc,1850795.0709417,6303726.25390909
U17335Z1,"Rousínov, autobusová stanice",49.202947,16.88534,730,0,U17335N211,2\,8,21,19297728-9577-447d-9f8b-2b485f9b39f1,1879667.45067129,6309367.67539233
U15628Z2,"Hrabětice, rozcestí",48.811255,16.39406,560,0,U15628N10,2\,,22,ef34a839-5d0f-4ddd-a95c-2b639901160b,1824978.41123437,6242895.78851763
U1511Z1,Popelova,49.156542,16.646787,101,0,U1511N316,2\,,23,ebf99781-3687-4c3a-bd49-d069de7254ad,1853111.85218409,6301465.1591035
U17423Z2,"Vyškov, Autobusové nádraží",49.275878,16.99145,740,0,U17423N203,2\,2,24,213d3efc-26fc-4947-af1f-0f97a7a1c49a,1891479.56183937,6321802.42370422
U15634Z2,"Hrušovany nad Jevišovkou, statek",48.817402,16.397767,560,0,U15634N11,2\,,25,17947f64-e042-4f40-9bd4-cefe85ff444a,1825391.07258675,6243934.93747003
U1118Z1,Glocova,49.151074,16.659518,101,0,U1118N317,2\,,26,afbf04d1-50bd-4e74-8784-417328c66443,1854529.06062138,6300534.47650336
U17446Z1,"Vyškov, železniční stanice",49.278115,16.992202,740,0,U17446N231,2\,,27,bdc96f7b-b902-4e9a-9316-46c7a9de1bc6,1891563.27409644,6322184.12305751
U15631Z2,"Hrušovany nad Jevišovkou, lékárna",48.829121,16.399494,560,0,U15631N12,2\,,28,0dadbe8f-d4c5-4188-9b17-0c3487266a04,1825583.32134735,6245916.38485242
U1538Z1,Revoluční,49.149426,16.663085,101,0,U1538N318,2\,,29,ac4f949e-2571-4b69-8cee-882bbc216d1a,1854926.13724503,6300253.99830817
U17427Z1,"Vyškov, Dělnický dům",49.280365,16.995232,740,0,U17427N232,2\,,30,03885136-6b97-413c-bf0e-656f0dbeec82,1891900.57215355,6322568.05806525
U15632Z1,"Hrušovany nad Jevišovkou, Lidická, VÚPP",48.831472,16.401928,560,0,U15632N13,2\,,31,036cec60-2c04-409a-8048-dea0f3c48f08,1825854.27298794,6246313.94751061
U1131Z1,Hanácká,49.146954,16.667509,101,0,U1131N172,2\,,32,8571d37f-a28e-4f86-924a-60b0186a2bc1,1855418.6146723,6299833.29850768
U17440Z1,"Vyškov, Rostex",49.283558,16.990612,740,0,U17440N233,2\,,33,a3b913e7-8abd-4c76-9d23-c15c229c9654,1891386.27610608,6323112.93456901
U15635Z2,"Hrušovany nad Jevišovkou, STS",48.842858,16.403833,560,0,U15635N14,2\,,34,edc8f4a7-d890-42ef-9094-7b415f400554,1826066.3366179,6248239.62555827
U1186Z1,Chrlická,49.144276,16.66513,101,0,U1186N319,1\,,35,9e6a08bd-69a2-4005-883f-6beb9452f6a9,1855153.78560371,6299377.56407497
U17431Z1,"Vyškov, hotel Dukla",49.28524,16.986955,740,0,U17431N234,2\,,36,c4735f45-716a-4e69-95a9-11c90b7494a5,1890979.18072825,6323399.97734462
U15553Z2,"Litobratřice, u konírny",48.883577,16.400955,550,0,U15553N15,2\,,37,49d64209-8956-4a59-bab3-13862d137be7,1825745.95912339,6255129.88550742
U1592Z3,Sokolnická,49.131372,16.684457,101,0,U1592N320,2\,,38,a9787e2c-e205-4ec2-8a5b-63b1bbc54447,1857305.25740227,6297181.94319336
U17426Z1,"Vyškov, Dědice, u hřbitova",49.28952,16.981548,740,0,U17426N235,2\,,39,9bc01131-e3ac-4355-b363-5b6d2a661754,1890377.27624153,6324130.42761716
U15554Z2,"Litobratřice, obecní úřad",48.887875,16.403302,550,0,U15554N16,2\,,40,860b60bd-ba31-436b-80ed-44da8a06895a,1826007.22596829,6255857.498225
U16173Z1,"Sokolnice, Brněnská",49.114191,16.714345,610,0,U16173N321,2\,,41,f2cfff14-dac4-43e0-ae6a-224d0564509f,1860632.3743431,6294259.47583374
U17424Z1,"Vyškov, Dědice, nám. Svobody",49.29417,16.979015,740,0,U17424N236,2\,,42,f0efeb0f-7fe8-410b-9802-c00cda5a710d,1890095.30397135,6324924.09616924
U15552Z2,Jiřice u Miroslavi,48.920697,16.39138,550,0,U15552N17,2\,,43,cf127d20-5927-4cad-af6b-35740b456246,1824680.07499905,6261416.03100691
U16145Z1,"Sokolnice, obecní úřad",49.113855,16.722054,610,0,U16145N322,2\,,44,e08e2cf4-c913-44a0-aff3-37d12fc57dd0,1861490.53629762,6294202.33273171
U17445Z1,"Vyškov, Dědice, kasárna",49.300943,16.98151,740,0,U17445N237,2\,,45,d7b5ac9c-c765-446a-abcd-49fa8c731be0,1890373.04610088,6326080.25531301
U15430Z2,"Troskotovice, prodejna",48.918625,16.432717,540,0,U15430N18,2\,,46,c235d12c-8125-431e-a844-1062c8450fb1,1829281.68878997,6261065.02179926
U16149Z1,"Sokolnice, železniční stanice",49.108393,16.732841,610,0,U16149N323,2\,1,47,d88e9c2b-d19a-47aa-a86d-10e312520a41,1862691.33964481,6293273.47146632
U15431Z2,"Troskotovice, škola",48.918848,16.436795,540,0,U15431N19,2\,,48,e2e3963a-96f5-4abd-a227-a773f1929a6b,1829735.64967343,6261102.79863541
U17425Z1,"Vyškov, Dědice, rozc. Opatovice",49.29812,16.973313,740,0,U17425N238,2\,,49,ee689f11-a73b-4692-8e6e-38195d546284,1889460.56023485,6325598.34654992
U16157Z1,"Újezd u Brna, Revoluční",49.106258,16.749987,610,0,U16157N324,2\,,50,48720092-a078-40b0-9fa1-b3aef20b5870,1864600.02363395,6292910.42368555
U17430Z1,"Vyškov, Hamiltony",49.305332,16.969203,740,0,U17430N239,2\,,51,136996a1-6069-4e15-bc0c-04764e65c567,1889003.03712769,6326829.54767507
U17433Z1,"Vyškov, Lhota, u školy",49.309775,16.955875,740,0,U17433N240,2\,,52,92877994-eb5c-418c-a61a-dbe54baf3462,1887519.3709544,6327588.12692863
U17432Z1,"Vyškov, Lhota",49.311585,16.948827,740,0,U17432N241,2\,,53,d0af280d-421d-4f30-b871-5d8b077b663d,1886734.79118329,6327897.17837691
U17439Z1,"Vyškov, Pařezovice, rozcestí",49.320457,16.935295,740,0,U17439N242,2\,,54,d4cd44aa-19af-4d5e-98b9-2ae1a8739513,1885228.41583387,6329412.20698005
U17441Z1,"Vyškov, Rychtářov",49.327197,16.919003,740,0,U17441N243,2\,,55,3fbb24cd-4190-4175-8d1a-57890bcc1747,1883414.79868987,6330563.34668293
U17443Z1,"Vyškov, Rychtářov, točna",49.330324,16.912508,740,0,U17443N244,2\,,56,2ac3d611-d602-46b3-9931-fb329b07e311,1882691.77859717,6331097.46753531
U17443Z2,"Vyškov, Rychtářov, točna",49.330324,16.912508,740,0,U17443N244,2\,,57,8104dff2-0536-4c38-8da6-ea4a9657e316,1882691.77859717,6331097.46753531
U17441Z2,"Vyškov, Rychtářov",49.327197,16.919003,740,0,U17441N243,2\,,58,9d16576b-10a5-4867-bd30-8ccbb2d2fa3d,1883414.79868987,6330563.34668293
U17439Z2,"Vyškov, Pařezovice, rozcestí",49.320483,16.93506,740,0,U17439N242,2\,,59,cae96f47-c9f6-4617-b5b8-c554791d86aa,1885202.25575354,6329416.64727559
U17432Z2,"Vyškov, Lhota",49.311497,16.948407,740,0,U17432N241,2\,,60,7baf701d-5d87-4115-8c97-b8e1b12e4e70,1886688.03699715,6327882.15240853
U17433Z2,"Vyškov, Lhota, u školy",49.309547,16.956648,740,0,U17433N240,2\,,61,27831ded-4f7c-4dfd-a2c1-97cca45f7eed,1887605.42092078,6327549.19749618
U17430Z2,"Vyškov, Hamiltony",49.305315,16.969123,740,0,U17430N239,2\,,62,41cf3fb0-53d4-4d76-8dbf-8e908da720e4,1888994.13156843,6326826.64529748
U17425Z2,"Vyškov, Dědice, rozc. Opatovice",49.298063,16.973245,740,0,U17425N238,2\,,63,f70c8150-767d-402f-8fc2-bbee4e1f5ca0,1889452.99050948,6325588.61647663
U17424Z2,"Vyškov, Dědice, nám. Svobody",49.293627,16.97917,740,0,U17424N236,2\,,64,972c12ea-85a3-4cdb-ab7e-a51463c93818,1890112.55849243,6324831.41230329
U17426Z2,"Vyškov, Dědice, u hřbitova",49.288997,16.981807,740,0,U17426N235,2\,,65,0c75aa88-c6c2-440c-9263-986d6bc33f29,1890406.10798965,6324041.16592364
U17431Z2,"Vyškov, hotel Dukla",49.285237,16.986958,740,0,U17431N234,2\,,66,06d216e6-947a-4f23-9195-6814503fc5fe,1890979.51468673,6323399.465369
U17440Z2,"Vyškov, Rostex",49.283392,16.99069,740,0,U17440N233,2\,,67,ecd9049b-dc96-4a11-8d76-22b9591300ec,1891394.95902637,6323084.60626468
U17427Z2,"Vyškov, Dělnický dům",49.280487,16.994993,740,0,U17427N232,2\,,68,1680e095-791e-4a3d-9716-6067f3343851,1891873.96679525,6322588.87637519
U17446Z2,"Vyškov, železniční stanice",49.278112,16.992207,740,0,U17446N231,2\,,69,49c3412a-30f9-4193-a4bc-2fda1052a267,1891563.8306939,6322183.61115586
U17442Z1,"Vyškov, Rychtářov, Rohlina",49.331723,16.910468,740,0,U17442N245,2\,,70,cbf2a944-2e8d-4948-895e-374f5405eb5e,1882464.68683595,6331336.44080736
U17447Z1,"Studnice, Doubrava",49.359083,16.887012,745,0,U17447N246,2\,,71,b5275be6-fcc7-476f-8b42-8387a2d42a98,1879853.5768599,6336011.36543215
U12412Z1,Studnice,49.375665,16.879715,240,0,U12412N247,2\,,72,01a5a028-276a-449c-a605-39395155fff7,1879041.27853558,6338845.95003941
U12413Z1,"Studnice, Odrůvky",49.394393,16.882133,240,0,U12413N248,2\,,73,77035d49-a3a8-47a6-8d22-c85fd73b63fa,1879310.44906432,6342048.52953062
U12405Z1,Nové Sady,49.408905,16.901903,240,0,U12405N249,2\,,74,aaa158c1-a539-4c57-81a6-504aa0dd6466,1881511.2353973,6344530.99222126
U12405Z2,Nové Sady,49.408905,16.901903,240,0,U12405N249,2\,,75,53f1a22c-e50c-42fd-b056-82ac06532e91,1881511.2353973,6344530.99222126
U12413Z2,"Studnice, Odrůvky",49.39438,16.882065,240,0,U12413N248,2\,,76,829b47e9-bd64-476f-88cb-88f8eed05114,1879302.87933895,6342046.30604366
U12412Z2,Studnice,49.375665,16.879715,240,0,U12412N247,2\,,77,b7244c78-e9f4-4872-92ba-a2165f311b46,1879041.27853558,6338845.95003941
U17447Z2,"Studnice, Doubrava",49.359083,16.887005,745,0,U17447N246,2\,,78,b92fa4a0-81a1-456e-8288-af4efd5c13c9,1879852.79762346,6336011.36543215
U17438Z1,"Vyškov, Opatovice, u mlýna",49.300165,16.957503,740,0,U17438N250,2\,,79,4d6420db-6e65-4689-8221-2564c38c1972,1887700.59908541,6325947.44171169
U17437Z1,"Vyškov, Opatovice, náves",49.302252,16.954362,740,0,U17437N251,2\,,80,c175e723-5838-4157-b0e6-b714c4ba46e5,1887350.94456483,6326303.72148974
U17436Z1,"Vyškov, Opatovice, bytovky",49.300683,16.958572,740,0,U17436N252,2\,,81,870cffaf-ddf7-4650-8501-45c9c10e3dc0,1887819.59962107,6326035.87007159
U17423Z14,"Vyškov, Autobusové nádraží",49.275723,16.991653,740,0,U17423N203,2\,7,82,5790f17a-f59e-4b2f-bce6-f72e8e52ab79,1891502.159696,6321775.97669253
U17335Z4,"Rousínov, autobusová stanice",49.203115,16.885139,730,0,U17335N211,2\,4,83,779dd8b7-d613-4319-ba8b-eb695abe9da1,1879645.07545364,6309396.29833533
U17337Z2,"Rousínov, rozc. k žel. st.",49.198975,16.870335,730,0,U17337N230,2\,,84,df7c7bd3-c0ec-4601-9cad-9d9ac0e56230,1877997.10171194,6308690.97556524
U17346Z2,"Velešovice, obecní úřad",49.179512,16.847277,730,0,U17346N253,2\,,85,3e4da7d6-50ba-431e-a942-6166f61d18c6,1875430.29689323,6305375.89766791
U17347Z2,"Velešovice, u hřiště",49.175273,16.846278,730,0,U17347N254,2\,,86,39df3524-7011-44c9-bc5e-41835c1c41ef,1875319.08872193,6304654.05365657
U16331Z1,"Slavkov u Brna, poliklinika",49.156228,16.87922,635,0,U16331N255,2\,,87,5ef6819d-2c9d-4cf6-8213-e483d77be39e,1878986.17538764,6301411.71185777
U16328Z8,"Slavkov u Brna, aut. st.",49.148898,16.876145,635,0,U16328N124,2\,8,88,bbcb7da9-8a71-4464-89cf-8c6a4a8903be,1878643.86795345,6300164.13833552
U16328Z10,"Slavkov u Brna, aut. st.",49.148898,16.876145,635,0,U16328N124,2\,6,89,c160ba98-d5fd-45e0-904c-ebb9461e1a4a,1878643.86795345,6300164.13833552
U17347Z1,"Velešovice, u hřiště",49.175896,16.846738,730,0,U17347N254,2\,,90,e7338170-f212-4e3b-bd3c-a4a6cdfff282,1875370.29568769,6304760.13820302
U17346Z1,"Velešovice, obecní úřad",49.179572,16.847348,730,0,U17346N253,2\,,91,ec1ce499-b258-44bc-8d23-521a4869550a,1875438.20057708,6305386.1152951
U17335Z9,"Rousínov, autobusová stanice",49.203043,16.885015,730,0,U17335N211,2\,6,92,7ce9f681-ce70-456c-80b3-86e9f1c932d2,1879631.27183679,6309384.03134785
U16333Z1,"Slavkov u Brna, žel. st.",49.144747,16.87383,635,0,U16333N256,2\,,93,2b7c248c-a1a9-4fb4-8425-e852d8e5133d,1878386.16333226,6299457.71573204
U16324Z2,"Nížkovice, u hřiště",49.107553,16.898418,635,0,U16324N257,2\,,94,a26b4a6f-eec6-48ac-bd38-54f929dc40cb,1881123.28697189,6293130.63113121
U16312Z2,"Kobeřice, na kopci",49.09734,16.888722,635,0,U16312N258,2\,,95,860d3402-d921-4fac-b854-bd54e1aa2a17,1880043.93318916,6291394.12412387
U15429Z2,"Troskotovice, hřbitov",48.922002,16.441158,540,0,U15429N20,2\,,96,09922af4-a008-4e31-a8f2-78ac4bcffe31,1830221.33661176,6261637.11329541
U16534Z2,Želetice,49.012481,17.009044,662,0,U16534N112,2\,,97,d3134ab9-c174-4464-bdc3-f84d3e66d099,1893438.11696038,6276979.42397864
U16313Z2,"Kobeřice, pohostinství",49.091723,16.88588,635,0,U16313N259,2\,,98,56879a36-1ec7-4c3e-a8c2-63ba98bb39fe,1879727.56319632,6290439.22306567
U16313Z1,"Kobeřice, pohostinství",49.091723,16.88588,635,0,U16313N259,2\,,99,0ff2da5c-55b8-4e32-920e-a1dc0fad8d8b,1879727.56319632,6290439.22306567
U16312Z1,"Kobeřice, na kopci",49.09734,16.888722,635,0,U16312N258,2\,,100,11d00938-c7e7-40f2-8b7f-4e4ed7c67725,1880043.93318916,6291394.12412387
U16324Z1,"Nížkovice, u hřiště",49.107402,16.898368,635,0,U16324N257,2\,,101,ab0f7e3f-2bea-4a2c-ac9e-853c3e335778,1881117.72099735,6293104.95413691
U16322Z1,Nížkovice,49.10952,16.900963,635,0,U16322N260,2\,,102,022208a1-1c88-4a7a-96dd-396ebcc72966,1881406.59507596,6293465.11938143
U16323Z1,"Nížkovice, Na hraničkách",49.11181,16.906248,635,0,U16323N261,2\,,103,3dc84da4-9e1b-4078-bf8d-4aca774516bf,1881994.9185848,6293854.55047188
U16307Z1,Heršpice,49.119358,16.913313,635,0,U16307N262,2\,,104,2747bb1e-3eab-401a-b9b4-a1a559de6858,1882781.39078725,6295138.26984171
U16308Z1,"Heršpice, zelnice",49.122422,16.910233,635,0,U16308N263,2\,,105,f939432e-9374-42f4-86b7-85a370b633a9,1882438.52675561,6295659.43265821
U16333Z2,"Slavkov u Brna, žel. st.",49.144747,16.87383,635,0,U16333N256,2\,,106,b1804d0c-0ad3-4b51-9e14-b2ddb1cb8bbd,1878386.16333226,6299457.71573204
U18009Z13,"Znojmo, autobusové nádraží",48.851706,16.057086,800,0,U18009N38,2\,6,107,596ccf5a-00f8-4724-a63f-ef80ccfec304,1787466.6371438,6249736.36202691
U18022Z1,"Znojmo, Vídeňská, u školy",48.843183,16.060932,800,0,U18022N264,2\,,108,d39b0e38-043b-47dd-bbb4-957c67d9af83,1787894.77190539,6248294.59820276
U18040Z2,"Znojmo, Dukelská, u mostu",48.837405,16.066682,800,0,U18040N265,2\,,109,c1d4c095-3169-4e0e-8c00-eefde8a66ced,1788534.85897745,6247317.32235721
U18055Z1,"Znojmo, Načeratice, host.",48.818411,16.110672,800,0,U18055N266,2\,,110,4da8a54d-3711-4a83-9cfe-dbafd27143a6,1793431.80337745,6244105.52086515
U18054Z1,"Znojmo, Derflice",48.8096,16.140661,800,0,U18054N267,2\,,111,c551b4bf-1818-463d-a14a-6e3100e21314,1796770.16358685,6242616.03291218
U18129Z1,"Strachotice, obecní úřad",48.79636,16.172543,810,0,U18129N268,2\,,112,8841ff69-f576-4635-9c55-3f5ed2dba4f4,1800319.25159232,6240378.32040702
U18131Z1,"Strachotice, Micmanice",48.795962,16.183967,810,0,U18131N269,2\,,113,50c78224-e1ff-40a0-af06-0dc282fe9442,1801590.96545514,6240311.06296723
U18277Z1,Slup,48.781372,16.199545,829,0,U18277N270,2\,,114,49ae54df-f566-4a74-aaff-d53537f09f34,1803325.10048272,6237845.88835339
U18278Z1,"Slup, Oleksovičky, rozcestí",48.77529,16.207227,829,0,U18278N271,2\,,115,7559dc4d-dd0a-4ea2-83c9-88a09f2621f1,1804180.25681099,6236818.4651591
U18274Z1,Jaroslavice,48.757258,16.233215,829,0,U18274N272,2\,,116,0b2e8bb1-1a4f-4c34-9842-24f6e9d2c6f0,1807073.22773773,6233773.07765306
U18359Z2,"Hrádek, kulturní dům",48.775425,16.269938,839,0,U18359N273,2\,,117,97a28147-4e14-46ae-ad48-37891a83aae3,1811161.21339813,6236841.26915703
U18363Z2,"Hrádek, u mlýna",48.773192,16.278031,839,0,U18363N274,2\,,118,24e5629b-8f79-4edb-aacf-272ca5788257,1812062.12203712,6236464.08202076
U18357Z2,"Dyjákovice, nad hostincem",48.772632,16.29921,839,0,U18357N275,2\,,119,e1130539-f3b2-4816-8471-f893901f551c,1814419.75753263,6236369.49226664
U18358Z1,"Dyjákovice, škola",48.772805,16.303553,839,0,U18358N276,2\,,120,6d6e8ae4-d069-4b2e-86e2-b1965ec9e7c4,1814903.21808115,6236398.71363163
U15775Z3,"Hevlín, škola",48.75151,16.380257,570,0,U15775N4,2\,,121,40f0205e-d593-4bbd-91c8-9ccc12c29c49,1823441.86830296,6232802.53950206
U15775Z4,"Hevlín, škola",48.751285,16.380187,570,0,U15775N4,2\,,122,9836981b-b498-445f-a197-63b216e00264,1823434.0759386,6232764.5509663
U18358Z2,"Dyjákovice, škola",48.772805,16.303553,839,0,U18358N276,2\,,123,82dc46bf-b0d3-4e19-abf5-5f7c7d4dd1fc,1814903.21808115,6236398.71363163
U18357Z1,"Dyjákovice, nad hostincem",48.772692,16.299182,839,0,U18357N275,2\,,124,dffce7ed-790d-44ac-afb9-d0b7dc90ac93,1814416.64058689,6236379.62683269
U18363Z1,"Hrádek, u mlýna",48.773442,16.277078,839,0,U18363N274,2\,,125,193be7cb-64e8-4da6-aca1-1663f5caa1a8,1811956.0345624,6236506.30993021
U18359Z1,"Hrádek, kulturní dům",48.775944,16.269504,839,0,U18359N273,2\,,126,319c7752-3640-4a88-8060-a6dd8695ae8a,1811112.90073913,6236928.93843124
U18274Z2,Jaroslavice,48.757258,16.233215,829,0,U18274N272,2\,,127,50136acd-fc55-40e4-9443-3faf5093cfd1,1807073.22773773,6233773.07765306
U18278Z2,"Slup, Oleksovičky, rozcestí",48.775378,16.207205,829,0,U18278N271,2\,,128,a09005c1-5eab-4474-a9bc-9547aef63233,1804177.8077822,6236833.32998042
U18279Z2,"Slup, Oleksovičky, u mostu",48.780555,16.21034,829,0,U18279N277,2\,,129,7709ca0f-39c8-4e96-8585-f47de3f43798,1804526.79438583,6237707.86652294
U18277Z2,Slup,48.781508,16.199292,829,0,U18277N270,2\,,130,17cb12aa-1703-48d1-9a3a-45c78b612bf7,1803296.93665155,6237868.86405369
U18131Z2,"Strachotice, Micmanice",48.796048,16.18393,810,0,U18131N269,2\,,131,b249b272-e546-492b-9b70-d63a5e2ff8ff,1801586.84663398,6240325.59593666
U18129Z2,"Strachotice, obecní úřad",48.796507,16.172723,810,0,U18129N268,2\,,132,c56b7d77-0d7d-4ff4-b898-75045043010d,1800339.28910066,6240403.16185766
U18054Z2,"Znojmo, Derflice",48.809781,16.140364,800,0,U18054N267,2\,,133,d9c4672c-998d-4892-9736-5946c7c33039,1796737.10169808,6242646.62809062
U18055Z2,"Znojmo, Načeratice, host.",48.818567,16.110561,800,0,U18055N266,2\,,134,ba0352bb-8386-4cda-a40f-129a4b70bb73,1793419.44691397,6244131.89481844
U18040Z1,"Znojmo, Dukelská, u mostu",48.837955,16.066447,800,0,U18040N265,2\,,135,105c6b07-e8fe-4003-8a19-b7ba56578b28,1788508.69889712,6247410.34306763
U18022Z2,"Znojmo, Vídeňská, u školy",48.843794,16.060496,800,0,U18022N264,2\,,136,98914423-0b38-47a1-8291-151bb56ee0c3,1787846.23660741,6248397.94774017
U15317Z6,"Pohořelice, náměstí",48.980709,16.521906,530,0,U15317N26,2\,2,137,eb139721-f954-4fbb-aa1f-4847d15311b8,1839210.16285433,6271588.74859996
U15320Z1,"Pohořelice, obchodní akademie",48.978628,16.505258,530,0,U15320N96,2\,,138,2afebdc1-a1de-4670-a207-f1fe6f4db02b,1837356.91597161,6271235.79049854
U14011Z1,"Branišovice, státní silnice",48.959107,16.428737,449,0,U14011N95,2\,,139,ec8a6129-0ce9-425a-a598-3670f8f183dd,1828838.63721661,6267925.55380851
U14024Z1,"Trnové Pole, rozcestí",48.955275,16.413453,449,0,U14024N94,2\,,140,85dd6658-62e0-46f8-b5ad-fefac9448029,1827137.23011933,6267275.90178232
U14552Z1,"Miroslav, rozcestí",48.933498,16.362293,459,0,U14552N93,2\,2,141,42a09153-2253-4296-aeb2-0445484adf61,1821442.12497034,6263584.92001341
U16156Z3,"Újezd u Brna, městský úřad",49.103863,16.757613,610,0,U16156N325,2\,,142,be215eb5-3a23-49da-ae66-f2387046c6c7,1865448.94607074,6292503.18258664
U15434Z2,"Vlasatice, Troskotovická",48.931067,16.48339,540,0,U15434N21,2\,,143,2757a200-1401-481e-9fe0-e213adb1a62c,1834922.58134694,6263172.98995353
U16533Z2,"Želetice, statek",49.015307,17.006765,662,0,U16533N113,2\,,144,66698ba8-8b8b-415c-97e8-c04956f36000,1893184.41984087,6277459.07086799
U16156Z2,"Újezd u Brna, městský úřad",49.10469,16.757273,610,0,U16156N325,2\,,145,2aa82441-f61a-4376-b6b5-bb110887b962,1865411.09744387,6292643.80182163
U15433Z2,"Vlasatice, obecní úřad",48.933743,16.484258,540,0,U15433N22,2\,,146,c88ca15c-4f05-4db0-ba1a-69babb71f611,1835019.20666495,6263626.43608476
U16157Z2,"Újezd u Brna, Revoluční",49.106715,16.748685,610,0,U16157N324,2\,,147,c1b95470-9735-4876-8222-84b2cce02f5e,1864455.08565694,6292988.13330167
U16527Z2,Dražůvky,49.031967,17.020073,652,0,U16527N114,2\,,148,f53a2a45-df1e-42a1-9e3c-3db2f04b29ce,1894665.85962434,6280287.26677201
U15325Z1,"Pohořelice, Velký Dvůr, rozcestí",48.96221,16.519497,530,0,U15325N23,2\,,149,2e9cbc24-1382-40a3-b9a3-f7113143ecd2,1838941.99420101,6268451.65255132
U16525Z2,Archlebov,49.043193,17.003877,652,0,U16525N115,2\,,150,6a7514d3-7964-4b4e-975c-02d02780b0ce,1892862.92915146,6282193.52282597
U16149Z3,"Sokolnice, železniční stanice",49.108437,16.733573,610,0,U16149N323,2\,3,151,4ef5827e-ba0d-4877-8554-14775939f424,1862772.82551207,6293280.95364576
U15368Z1,"Pohořelice, průmyslová zóna jih",48.971925,16.516942,530,0,U15368N24,2\,,152,2f15f8af-0362-4f12-a3d1-37f4bfebd2ea,1838657.57290203,6270098.99582929
U16449Z2,Žarošice,49.040472,16.966415,652,0,U16449N116,2\,,153,8edebe01-1ef1-4ecb-b775-404dba46445f,1888692.67838736,6281731.43782725
U16145Z2,"Sokolnice, obecní úřad",49.114233,16.721202,610,0,U16145N322,2\,,154,faac6fa2-ae06-4420-87a8-b3b6858af60d,1861395.69209147,6294266.6187487
U15327Z1,"Pohořelice, Městský úřad",48.977073,16.515407,530,0,U15327N25,2\,,155,44925e7c-52d4-44a2-a89e-29f7f7ba25ed,1838486.69748367,6270972.05679874
